critical_temp,number_of_elements,mean_atomic_mass,wtd_mean_atomic_mass,gmean_atomic_mass,wtd_gmean_atomic_mass,entropy_atomic_mass,wtd_entropy_atomic_mass,range_atomic_mass,wtd_range_atomic_mass,std_atomic_mass,wtd_std_atomic_mass,mean_fie,wtd_mean_fie,gmean_fie,wtd_gmean_fie,entropy_fie,wtd_entropy_fie,range_fie,wtd_range_fie,std_fie,wtd_std_fie,mean_atomic_radius,wtd_mean_atomic_radius,gmean_atomic_radius,wtd_gmean_atomic_radius,entropy_atomic_radius,wtd_entropy_atomic_radius,range_atomic_radius,wtd_range_atomic_radius,std_atomic_radius,wtd_std_atomic_radius,mean_Density,wtd_mean_Density,gmean_Density,wtd_gmean_Density,entropy_Density,wtd_entropy_Density,range_Density,wtd_range_Density,std_Density,wtd_std_Density,mean_ElectronAffinity,wtd_mean_ElectronAffinity,gmean_ElectronAffinity,wtd_gmean_ElectronAffinity,entropy_ElectronAffinity,wtd_entropy_ElectronAffinity,range_ElectronAffinity,wtd_range_ElectronAffinity,std_ElectronAffinity,wtd_std_ElectronAffinity,mean_FusionHeat,wtd_mean_FusionHeat,gmean_FusionHeat,wtd_gmean_FusionHeat,entropy_FusionHeat,wtd_entropy_FusionHeat,range_FusionHeat,wtd_range_FusionHeat,std_FusionHeat,wtd_std_FusionHeat,mean_ThermalConductivity,wtd_mean_ThermalConductivity,gmean_ThermalConductivity,wtd_gmean_ThermalConductivity,entropy_ThermalConductivity,wtd_entropy_ThermalConductivity,range_ThermalConductivity,wtd_range_ThermalConductivity,std_ThermalConductivity,wtd_std_ThermalConductivity,mean_Valence,wtd_mean_Valence,gmean_Valence,wtd_gmean_Valence,entropy_Valence,wtd_entropy_Valence,range_Valence,wtd_range_Valence,std_Valence,wtd_std_Valence
3.722,2,92.045,113.9103,88.09801246,112.5054316,0.650577944,0.20336393,53.33,102.1419,26.665,15.26207328,807.0,725.984,800.9291854,724.0604033,0.685633946,0.351280091,197.6,562.94,98.8,56.54951586,143.5,144.73,143.4921601,144.7274243,0.693092547,0.2985924,3,119.17,1.5,0.858545281,7225.0,7294.7,7224.499983,7294.535666,0.693077975,0.29809953,170.0,6009.5,85.0,48.65089927,55.15,99.143,12.77497554,73.9912745,0.071952513,0.010346459,107.3,98.873,53.65,30.70730289,7.175,7.0315,7.172865536,7.030805389,0.692849709,0.311869604,0.35,5.7085,0.175,0.100163616,93.5,71.77,89.66604709,70.60807682,0.652427255,0.423542009,53.0,50.17,26.5,15.1676333,3.0,3.82,2.828427125,3.758090997,0.636514168,0.189947573,2,3.46,1.0,0.572363521
4.0,2,109.412,118.506,107.889677,117.3316785,0.679265951,0.489750247,36.376,72.894,18.188,15.75127004,764.35,816.675,757.1520983,811.1505245,0.683744993,0.50308961,209.3,486.825,104.65,90.62955851,164.5,143.75,159.1791444,139.9251041,0.660978217,0.652410993,83,40.75,41.5,35.94005426,6375.5,6307.75,6374.059931,6306.673764,0.692921314,0.57101326,271.0,3052.25,135.5,117.3464422,117.15,154.425,90.36824664,131.6191205,0.474139313,0.250954804,149.1,133.125,74.55,64.56219385,19.25,18.375,19.17028951,18.31611494,0.689009238,0.598269589,3.5,7.875,1.75,1.515544457,13.0,8.0,8.306623863,4.991980728,0.35762716,0.594130023,20.0,3.5,10.0,8.660254038,5.0,5.5,4.898979486,5.421612022,0.673011667,0.474139313,2,3.5,1.0,0.866025404
4.0,3,50.52812667,33.62340314,36.36212079,19.79975999,0.852374648,0.632852323,82.09538,24.53363171,33.56808058,36.44920584,707.2,761.0885714,704.2598521,758.4339207,1.0943689,0.610369601,142.4,562.1742857,65.803546,61.84428959,153.6666667,118.4,144.7323799,109.8576232,1.045293788,0.778663677,111,59.62857143,47.98842453,49.71386699,5179.0,4147.671429,4563.182403,3481.9158,0.978988345,0.752861059,6110.0,2261.757143,2539.253565,2710.096649,41.63333333,44.05,28.2226768,37.74365259,0.775633574,0.707823301,78.5,23.64714286,33.42557238,26.67745838,31.83333333,43.25571429,29.26277232,41.62514466,1.014689486,0.489404771,31.3,35.44714286,13.2645727,10.70532092,34.33333333,34.25714286,31.77313502,32.49386104,1.019237067,0.729719032,32.0,18.97142857,14.05544576,12.0649264,4.0,3.557142857,3.914867641,3.46036717,1.077556327,0.739305201,2,2.085714286,0.816496581,0.888589802
4.11,3,85.6816,90.55583636,47.50582146,49.23414849,0.600787733,0.549222644,192.981,70.17490909,87.43176935,89.74493742,1005.0,1005.545455,973.3124477,971.0102267,1.067488394,1.055615791,610.2,221.8909091,249.1492324,260.2210262,92.66666667,93.18181818,84.21035713,83.96123251,1.008777815,0.987583071,95,34.54545455,38.99002721,40.68463677,3913.809667,4091.428727,301.4456711,254.2703297,0.452181737,0.388869221,9778.571,3555.844,4224.384915,4369.114002,145.5666667,140.4818182,138.5872306,133.9509435,1.051320533,1.077522421,108.8,21.24545455,44.47031469,42.97817243,4.284,4.516181818,1.611666548,1.601318925,0.479764836,0.422459803,10.678,3.882909091,4.718552603,4.862294218,2.74386,2.974665455,0.351938092,0.369661113,0.138217853,0.1151103,7.97342,2.899425455,3.717365931,3.799448773,4.333333333,4.181818182,3.914867641,3.76581891,1.012330839,1.033492061,4,1.090909091,1.699673171,1.695887101
4.3,5,66.58419,50.41339625,40.58461512,29.92314591,1.239798763,1.179597577,151.689,21.01905,56.30147105,51.07140371,760.9,788.7933333,740.8477219,774.7643526,1.581954393,1.377062984,518.7,251.3483333,182.4374304,152.8992793,148.6,127.4333333,133.232509,116.8010662,1.510664409,1.397597748,161,44.36666667,64.46270239,54.0392964,5330.2,5489.191667,4523.436428,4510.466397,1.459718736,1.213003738,6648.0,2857.533333,2883.570315,3169.643921,75.94,81.20666667,60.29103238,65.08514242,1.395620849,1.230919444,127.2,37.05583333,50.22288721,48.88165595,38.94,41.7575,25.79782641,30.87031613,1.225955488,1.161206384,93.9,17.215,36.03440578,32.34905888,57.2,64.65,36.44810552,46.3569561,1.229952564,1.120190468,129.0,29.90833333,50.32057233,45.98634761,3.0,2.833333333,2.930156052,2.749459274,1.586784708,1.429176797,2,0.925,0.632455532,0.687184271
4.5,4,24.73257607,17.20185437,12.15789096,7.682242547,0.989082211,1.070454871,57.925255,7.361117778,21.28289473,17.90765222,969.525,1159.792157,896.8388523,1110.254709,1.315322907,1.060616341,817.5,517.8470588,355.0209034,286.8496695,110.75,77.21568627,92.58242968,66.05188957,1.224929741,1.384817101,142,2.692810458,61.75506052,50.45452766,2467.379725,1258.947639,32.43503128,3.313482766,0.32236685,0.271806399,8899.9101,1163.368139,3734.808403,2976.770933,84.075,100.569281,78.24611361,93.80439662,1.309909948,1.012612318,88.2,56.14705882,34.46682282,36.9646135,4.895,2.657960784,1.511363341,0.67719472,0.577069953,0.714008706,15.978,2.021882353,6.590078679,5.294426763,60.05177,26.87019791,2.862793712,0.346368449,0.685882888,0.710875525,139.97342,13.71402431,61.593776,50.06757446,2.0,1.823529412,1.681792831,1.616429356,1.213007566,1.182547226,3,0.764705882,1.224744871,0.964179675
4.52,5,60.93397464,71.56781766,44.60939124,55.69731582,1.341822385,1.216850181,122.90607,33.77644734,44.89724616,44.2035128,1047.9,908.22,969.6908786,855.6869164,1.534958379,1.540127846,1138.9,178.62,405.0866623,319.658988,111.0,127.95,93.09169067,112.8305557,1.456375597,1.326051104,153,46.65,59.69924623,54.92765697,3950.025,4937.1206,231.9715077,800.1225779,1.090363245,1.0896301,7872.571,1968.4152,3303.278324,2961.042212,123.64,81.525,79.51228084,58.11402253,1.239234522,1.476018194,312.3,24.2,110.9131119,71.48441701,9.6564,12.0074,2.682904077,4.846677399,0.995338911,0.970296418,27.478,6.912,10.30831295,10.256246,28.410856,35.506701,2.067830985,6.09074049,0.915950053,0.914375846,78.97342,19.748615,31.2221645,31.09299541,2.8,3.2,2.459509486,2.975151787,1.494403211,1.37218099,4,1.2,1.326649916,1.166190379
4.83,6,104.5808672,86.81469219,62.72006705,55.39558887,1.421439033,1.30747073,192.981,36.47656781,85.08088288,76.24212523,990.2833333,931.36,915.5164418,880.1090485,1.713869364,1.507009818,1148.5,385.296,397.6467923,313.3151136,113.3333333,114.06,96.26216533,100.7072593,1.648190221,1.414550696,164,38.68,59.40164607,55.57568173,5015.520833,4173.50182,393.1551895,833.4304237,1.251357105,1.203670844,11338.571,1760.29824,4587.900928,3706.098625,142.3833333,148.038,108.7390573,126.4797056,1.552167133,1.327721368,292.9,79.868,100.3541797,76.07084827,4.163666667,4.21608,1.824298672,2.183559676,1.309963153,1.161745405,10.678,1.9464,3.895851711,3.918627718,10.04321333,5.6273832,0.946380813,0.708296947,0.966911468,0.981345003,34.97342,3.398338,12.7334644,7.88476463,3.5,4.32,2.993795166,3.860866199,1.662376959,1.238136928,5,2.34,1.707825128,1.725572369
5.04,3,61.8095,63.19741667,55.56745307,57.27744297,1.007898084,0.991472536,59.5345,20.78101667,24.94068676,24.17206488,637.9,630.99,629.7228577,623.3287457,1.085372017,1.09330387,237.0,52.8,105.4221039,102.2339127,155.3333333,156.1666667,148.9710918,149.9831711,1.056019056,1.049525783,108,39.7,46.16155206,45.5756392,3621.333333,3740.466667,3307.394548,3411.502446,1.004990597,0.969995594,3574.0,1465.8,1618.728994,1650.512541,57.34333333,53.85333333,29.93280189,28.48096144,0.620233827,0.669608708,128.57,38.35333333,55.83916567,54.11555958,21.26333333,19.77633333,13.09388445,12.17004284,0.662262673,0.712583518,44.61,13.01033333,20.48495437,19.94240732,71.33333333,67.3,53.39727574,50.5509504,0.816050523,0.864452025,121.0,34.36666667,55.67963921,54.19787819,3.0,2.966666667,2.884499141,2.856970719,1.060856947,1.069466968,2,0.533333333,0.816496581,0.795124029
5.2,2,165.3702,200.25836,159.5163111,197.991007,0.657960339,0.229167088,87.2204,175.90636,43.6102,26.16612,768.1,715.94,765.3277533,714.964251,0.689540129,0.359675007,130.4,549.28,65.2,39.12,138.0,142.0,137.9093905,141.967063,0.692490662,0.310929401,10,115.4,5.0,3.0,8238.5,9471.7,8093.00068,9416.575638,0.675538636,0.255459696,3083.0,8132.3,1541.5,924.9,98.7,93.9,98.51746038,93.83533934,0.691298312,0.349643318,12.0,72.96,6.0,3.6,15.3,11.78,14.65366848,11.56459614,0.651205841,0.451470888,8.8,7.84,4.4,2.64,16.0,9.6,13.85640646,8.928985392,0.562335145,0.562335145,16.0,4.8,8.0,4.8,5.0,5.0,5.0,5.0,0.693147181,0.325082973,0,4.0,0.0,0.0
5.4,2,136.92713,145.73128,129.6580599,138.5958783,0.640539972,0.567769745,88.0415,71.406176,44.02075,43.13135024,711.85,721.5,710.2128977,719.921246,0.690848277,0.657828671,96.5,190.62,48.25,47.27515204,199.0,199.2,198.9974874,199.1975871,0.693134555,0.672022538,2,40.8,1.0,0.979795897,12610.0,13418.0,11945.31289,12765.5894,0.640909156,0.568273402,8080.0,6562.0,4040.0,3958.375424,60.05,54.54,53.35728629,48.32052665,0.583862462,0.651987164,55.1,15.54,27.55,26.99337697,31.4,32.32,31.06122985,31.99156,0.682377806,0.635364229,9.2,10.88,4.6,4.507061127,55.5,55.8,55.47972603,55.78050186,0.692781906,0.667431708,3.0,12.6,1.5,1.469693846,5.0,5.0,5.0,5.0,0.693147181,0.673011667,0,1.0,0.0,0.0
5.5,3,87.51929333,78.374845,82.51537115,73.14237789,1.044655872,1.093424178,67.7685,6.450905,27.92738113,28.91049582,673.9666667,668.0,673.5153352,667.5835981,1.097938236,1.048377244,58.1,159.15,24.82610633,23.85487372,171.3333333,171.25,169.9585828,170.218341,1.09061289,1.034223894,53,49.25,21.63844316,18.73999733,7330.0,7025.0,7260.721905,6954.167625,1.089192835,1.074574327,2460.0,1227.5,1004.390362,1017.681188,82.83333333,75.15,79.18755033,71.3184855,1.056713097,1.094402658,56.7,5.3,23.39178393,24.23803829,18.86666667,19.85,16.23264261,17.67159021,0.978753122,0.899204495,19.8,9.65,8.548424156,7.596545267,50.66666667,45.75,48.22550145,43.18152617,1.053004551,1.094721804,36.0,3.25,14.88474237,15.44951456,4.666666667,4.75,4.641588834,4.728708045,1.093374718,1.017164351,1,1.5,0.471404521,0.433012702
5.6,2,58.60569,47.17212667,47.51935991,38.00250835,0.510438349,0.643325746,68.60138,14.76546,34.30069,32.33900066,700.45,712.7333333,699.4800069,711.8660508,0.691762686,0.619384016,73.7,270.3333333,36.85,34.74251318,171.5,162.6666667,169.440255,160.8670378,0.681161162,0.675269628,53,30.66666667,26.5,24.9844396,5154.0,4015.333333,3859.360051,2958.194932,0.453670395,0.600857757,6832.0,1698.0,3416.0,3220.635686,44.55,30.2,11.4629839,5.819632244,0.085451668,0.145400656,86.1,28.2,43.05,40.58792924,17.75,14.73333333,15.2695776,12.65875807,0.556854361,0.670359355,18.1,3.133333333,9.05,8.532421826,107.0,124.6666667,92.95160031,111.398132,0.564887469,0.412844415,106.0,88.66666667,53.0,49.9688792,3.5,3.0,3.16227766,2.714417617,0.598269589,0.686961577,3,0.333333333,1.5,1.414213562
5.6,6,62.46963387,74.4426801,47.31755404,56.68724678,1.548016156,1.251501481,134.3606,37.0200479,44.6973977,48.66823973,995.7833333,900.0595,925.8909406,850.435231,1.718989296,1.556867939,1139.9,270.477,387.8037795,306.3471991,124.5,138.645,104.0831755,118.7746322,1.638163776,1.372024644,196,58.24,67.38385069,69.12299889,4977.520833,5264.71526,439.0064564,836.5198976,1.375121653,1.222501477,8906.571,1838.19912,3641.501546,3151.641154,122.2833333,80.6925,84.93007186,60.50445025,1.481753145,1.525875414,312.3,28.5125,101.0839654,62.00764625,11.28033333,12.64164,3.843900096,5.235793795,1.338682714,1.115315062,27.478,6.9172,9.682125828,10.01657669,38.84238,35.8066786,3.885403237,6.107267708,1.227258318,1.109627042,90.97342,17.774169,36.82983068,31.56551831,2.666666667,3.195,2.376176798,2.986258824,1.684372971,1.417721878,4,1.22,1.247219129,1.151944009
5.74,4,94.03645,69.45189406,65.68635754,39.5915554,1.100637313,1.115405151,192.981,34.27514521,71.19117078,73.19940289,827.5,1015.099543,783.8446355,954.5164377,1.329468602,0.911847944,764.1,651.4703196,289.6985589,332.744724,138.75,103.9680365,121.5058948,84.60244155,1.278720308,1.329372626,171,23.75799087,60.68927006,66.31689442,5342.85725,3139.002192,757.5454786,61.51226876,0.980642981,0.936994458,9778.571,1874.833425,4143.139138,4121.948177,90.4075,107.9132877,56.70962046,76.726713,1.154421796,0.810229003,135.97,76.97894977,51.53670215,49.49287512,8.0555,4.76,3.990572347,1.245680047,1.112766771,1.159655802,12.878,1.968767123,4.870958915,5.161377325,110.756645,43.99173333,7.386577347,0.64333738,0.365842258,0.543791565,399.97342,36.51511598,167.4969127,113.5598405,2.75,2.575342466,2.514866859,2.38422511,1.288252305,1.185582765,3,0.913242009,1.299038106,1.181104756
5.75,2,140.92,158.088,134.2248859,152.2214416,0.646020657,0.480329869,85.84,99.288,42.92,39.33682977,735.95,749.45,735.1757205,748.7956075,0.692095283,0.593976202,67.5,328.13,33.75,30.93238594,188.0,190.0,187.9334989,189.9439404,0.692793472,0.60120648,10,80.2,5.0,4.582575695,15375.0,16925.0,14878.67602,16493.4256,0.661041902,0.505680577,7750.0,10025.0,3875.0,3551.496164,67.3,72.42,66.07155212,71.36112893,0.674949808,0.534109967,25.6,39.72,12.8,11.73139378,29.0,31.4,28.37252192,30.85787261,0.671588715,0.526585309,12.0,17.6,6.0,5.499090834,110.5,134.3,93.11283478,118.4637013,0.540204142,0.354641673,119.0,103.7,59.5,54.53265077,6.0,6.0,6.0,6.0,0.693147181,0.610864302,0,2.4,0.0,8.88e-16
6.0,2,141.0835,150.1082,133.6728234,142.8346904,0.641090046,0.568520518,90.247,73.3402,45.1235,44.21182016,721.95,729.38,720.9935367,728.4586347,0.69182264,0.661844482,74.3,181.54,37.15,36.39941758,189.0,188.8,188.9973545,188.7974612,0.693133183,0.674029054,2,36.8,1.0,0.979795897,15650.0,16724.0,14699.85034,15789.80886,0.633064429,0.557756921,10740.0,8500.0,5370.0,5261.503967,44.7,38.96,34.26951998,29.42729978,0.469829447,0.558352814,57.4,19.76,28.7,28.12014225,34.5,34.2,34.46737588,34.16877148,0.692201703,0.680629488,3.0,5.4,1.5,1.469693846,93.5,84.4,81.68231143,73.44304294,0.569560354,0.641849426,91.0,26.8,45.5,44.58071332,6.5,6.6,6.480740698,6.581415719,0.690185676,0.655481774,1,1.8,0.5,0.489897949
6.1,2,141.0835,108.143345,133.6728234,104.9439768,0.641090046,0.542220069,90.247,57.867455,45.1235,30.83952725,721.95,694.8305,720.9935367,694.3892823,0.69182264,0.418325241,74.3,489.8735,37.15,25.39006144,189.0,189.73,188.9973545,189.7287627,0.693133183,0.393489204,2,138.97,1.0,0.683447145,15650.0,11729.9,14699.85034,11322.16449,0.633064429,0.553283238,10740.0,6054.5,5370.0,3670.111169,44.7,65.651,34.26951998,59.75624366,0.469829447,0.144686886,57.4,61.331,28.7,19.61493306,34.5,35.595,34.46737588,35.57959867,0.692201703,0.377077555,3.0,26.685,1.5,1.025170717,93.5,126.715,81.68231143,120.4135525,0.569560354,0.201853594,91.0,113.755,45.5,31.0968451,6.5,6.135,6.480740698,6.126170321,0.690185676,0.429643508,1,4.245,0.5,0.341723572
6.2,2,124.68,125.264,124.6458022,125.2311188,0.692872908,0.668213184,5.84,27.856,2.92,2.86100402,851.15,854.72,850.9628076,854.5400438,0.69292726,0.6687372,35.7,188.08,17.85,17.48935676,128.0,127.0,127.9023065,126.9064581,0.692384047,0.679933692,10,20.6,5.0,4.898979486,6468.5,6422.8,6464.462855,6418.933455,0.692523122,0.679330873,457.0,1065.2,228.5,223.8833625,148.2,156.9,141.6721215,150.5053508,0.649428601,0.580172902,87.0,73.14,43.5,42.62112152,18.6,18.38,18.56744463,18.34886983,0.691397403,0.682952775,2.2,2.62,1.1,1.077775487,13.5,11.4,8.485281374,6.89219013,0.348832096,0.436162325,21.0,7.8,10.5,10.28785692,5.5,5.6,5.477225575,5.578003109,0.689009238,0.651756561,1,1.6,0.5,0.489897949
6.24,4,61.003775,52.25325,33.35947483,30.37773057,0.899783633,1.017837008,151.689,25.08155,61.69776654,53.68376531,797.275,787.5833333,776.0180344,773.1793911,1.359251191,1.322349256,518.7,172.2333333,187.0523105,154.4503201,132.75,127.8333333,118.6257012,117.0137188,1.27715898,1.277408979,161,38.5,62.75497988,54.71872521,5544.75,5591.166667,4536.387711,4584.155378,1.210452617,1.147774167,6648.0,2592.666667,3188.034455,3200.741082,87.15,81.71666667,71.14195628,65.91101969,1.211444514,1.206163367,127.2,29.25,50.24542268,48.46082324,45.825,41.75,31.6411808,30.84974155,1.065371186,1.141785899,93.9,15.65,37.23012053,32.35613028,67.25,64.5,44.10435441,45.85519088,1.068010273,1.098628459,129.0,28.5,51.57700554,46.15102021,3.0,2.833333333,2.91295063,2.749459274,1.357977855,1.354581075,2,0.5,0.707106781,0.687184271
6.8,3,68.176,68.34081081,67.49254946,67.47197285,1.088746547,0.975348495,23.115,26.85689189,9.499849578,10.74114795,759.4,818.0216216,744.7691829,807.4393569,1.079528305,0.929355686,361.7,353.872973,147.663559,126.6032858,131.6666667,128.9459459,129.7677906,126.5428871,1.084516936,0.994962085,53,44.86486486,21.85304454,24.75386505,6199.0,6204.135135,6073.414125,6043.972087,1.078077016,0.973384524,3055.0,2394.324324,1264.522308,1422.724113,81.36666667,101.3648649,46.83690565,56.88337457,0.620963211,0.417167323,179.3,86.17567568,81.58971885,87.81087237,8.263333333,8.831081081,7.468411139,7.936334786,0.993931466,0.856193486,8.4,4.839189189,3.915782879,4.103409119,36.17333333,36.18486486,10.60090179,6.861904683,0.609364292,0.38192083,78.48,31.78810811,32.43835316,36.53167908,4.0,4.378378378,3.77976315,4.125079604,1.039720771,0.86742478,3,2.351351351,1.414213562,1.495061263
7.214,3,206.8545667,207.1740925,206.8458942,207.173421,1.098570398,0.232737226,4.5971,191.7304175,1.892586457,0.526231297,669.0,711.735,666.4806338,711.4256313,1.094923475,0.215939912,126.3,664.7175,56.86141046,19.76280028,151.0,153.775,150.8899978,153.7645426,1.097889874,0.228049813,13,142.725,5.715476066,1.753389575,10990.0,11313.75,10953.59687,11310.55281,1.095351196,0.224883646,2070.0,10528.5,880.5679985,258.1732703,50.0,37.605,41.2582106,36.93033805,0.914915357,0.303186965,72.0,34.2525,30.88332884,9.164631744,6.623333333,4.909,6.021870186,4.854107106,1.000420856,0.316593486,6.7,4.4265,3.032999982,0.963443823,29.66666667,34.6,23.44077436,33.96337479,0.924701328,0.181175657,38.0,33.05,15.96524002,4.592385001,4.0,4.0,3.914867641,3.993551352,1.077556327,0.231593405,2,3.725,0.816496581,0.223606798
7.34,2,163.8452,154.81816,157.5057564,148.8451217,0.654708955,0.689953741,90.2704,12.36616,45.1352,44.22328378,705.55,706.08,705.5450234,706.0752212,0.693140127,0.672274459,5.3,143.76,2.65,2.596459127,144.0,144.2,143.9965277,144.1966651,0.693123068,0.671638886,2,29.8,1.0,0.979795897,8545.0,8298.0,8455.282373,8212.700174,0.682666201,0.691514819,2470.0,474.0,1235.0,1210.047933,100.75,102.36,100.4278846,102.0491122,0.689951711,0.654702285,16.1,28.2,8.05,7.887356972,8.95,8.56,8.734987121,8.356596317,0.66922052,0.692972483,3.9,0.16,1.95,1.910601999,37.5,43.4,23.15167381,28.63392456,0.339488942,0.263189031,59.0,37.0,29.5,28.90397896,4.5,4.4,4.472135955,4.373448296,0.686961577,0.689009238,1,0.4,0.5,0.489897949
7.8,7,99.00849,50.02778191,81.95434057,33.10467614,1.816724262,1.838052805,135.9646,9.101652206,45.6143519,45.8393537,697.7571429,1027.525,661.51889,959.8339513,1.885646066,0.950796291,786.5,764.6676471,262.1565882,346.0583793,181.8571429,108.7647059,163.961825,84.98682032,1.871432573,1.774390378,199,24.60294118,62.77494626,75.99383056,5533.489857,2548.458235,1824.176963,42.86432374,1.731725551,1.552784005,8958.571,1053.277059,2991.384989,3474.285636,73.00428571,109.9094118,53.97720987,83.76123172,1.748101822,0.857678449,135.97,83.06617647,43.1741172,48.21320438,9.974571429,5.136470588,5.79723012,1.102865655,1.645414329,1.582905997,26.578,1.475,7.762591225,7.180759538,75.28951143,55.91269412,12.20008841,0.622641056,0.891811077,0.625196478,399.97342,47.04318824,133.6025165,126.6230761,3.142857143,2.338235294,2.9447134,2.242161305,1.882303162,1.534306226,3,1.117647059,1.124858268,0.815480625
8.0,4,72.77084232,74.7183344,60.28655551,69.48302854,1.220990484,1.143941867,114.3372307,28.9524922,41.64361483,29.52087066,675.85,782.31502,650.3352951,762.9122292,1.347863471,1.04908549,450.6,356.57448,188.7855728,163.6794396,178.25,155.8154,170.9920397,149.6714156,1.345657753,1.231200429,139,54.002,50.86440307,47.14428197,4519.75,6030.0436,3518.246521,5571.646791,1.201130618,0.959712306,6906.0,3106.8144,2566.270092,1875.852932,41.6125,43.48717,32.7269831,32.83004216,1.173548378,0.840667173,64.05,29.39994,26.81828609,30.37787275,13.025,17.96132,9.442903415,15.55918283,1.125065784,0.878061208,25.1,10.96508,9.352640002,8.411478815,71.75,60.5924,56.16935141,53.58819805,1.183370155,1.080612042,122.0,28.7956,44.92424179,27.23527606,2.75,3.5558,2.340347319,3.291068918,1.240684292,0.958134439,4,1.9558,1.479019946,1.274239522
8.1,2,159.3632845,133.0409854,154.863325,130.8693127,0.665044475,0.52952084,75.206569,73.95101465,37.6032845,26.85411649,861.3,841.7,860.8447537,841.4695761,0.69261867,0.437145484,56.0,574.91,28.0,19.9959996,153.5,139.15,152.1249486,138.4701881,0.684202614,0.482676342,41,86.95,20.5,14.63992828,12998.5,8587.45,11368.90936,7849.31667,0.570538629,0.639106594,12603.0,2797.45,6301.5,4500.171124,164.5,122.64,153.2455872,117.3759365,0.625533472,0.587527423,119.6,55.35,59.8,42.705742,16.1,18.62,15.69235483,18.4006343,0.667935546,0.326614316,7.2,14.87,3.6,2.570914234,172.0,68.4,87.6356092,35.39582606,0.253036975,0.609370478,296.0,27.6,148.0,105.6931407,5.0,5.0,5.0,5.0,0.693147181,0.422709088,0,3.5,0.0,0.0
8.1,5,103.56381,60.12046014,79.40374286,36.67801709,1.434667753,1.441185295,141.2506,19.94533157,54.55599507,57.19244913,743.8,1014.374429,697.699402,944.7439881,1.539685709,0.8872145,786.5,738.7692857,295.0097015,350.4756309,171.6,115.9657143,149.2680188,88.68367995,1.505046119,1.455510874,199,36.26142857,71.58100307,83.95055668,6038.2858,3306.910857,1350.548905,56.62145131,1.378783201,1.214492313,8958.571,1279.183429,3138.000861,3873.497185,83.38,113.2714286,74.74999138,103.9473207,1.500342365,0.902673762,91.0,80.325,39.69354607,39.80774204,7.1444,4.254142857,4.060384956,1.096487415,1.361541447,1.258818312,12.878,1.753571429,4.342971959,4.999084428,87.005316,60.62661714,6.99308389,0.603704924,0.368658283,0.270106987,399.97342,57.12766857,156.563965,138.6504422,3.0,2.47,2.861938162,2.367915543,1.564131503,1.332206825,2,1.057142857,0.894427191,0.785920752
8.27,3,135.5398233,105.3412629,125.3196043,95.20219676,1.026955953,0.910759487,122.454,43.09732529,50.04825147,52.12085057,723.0666667,772.5588235,709.3931014,768.6430174,1.080314792,0.736374528,327.0,504.6411765,136.0277014,73.55603753,165.6666667,141.3529412,162.7943383,139.2562123,1.081924767,0.858016343,70,76.76470588,29.67977239,25.63302368,10973.0,9166.0,8886.391436,7451.536675,0.887046059,0.821634184,16127.0,4685.529412,7415.972806,6816.635413,125.6,136.6294118,107.2459565,129.8524391,0.960515537,0.74475248,157.3,82.14705882,64.3186339,42.29384275,19.36666667,27.52352941,15.8830007,25.92277723,0.937877606,0.526262063,25.5,22.07647059,10.41995948,7.261139873,48.0,59.82352941,38.11690682,57.0534443,0.930540476,0.656457138,58.0,41.58823529,25.15286597,12.58493635,4.333333333,4.411764706,4.160167646,4.326571561,1.057905425,0.778997749,3,2.647058824,1.247219129,0.911290199
